0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0
3	10.6	96.0	0.0	28.622368874710563
4	19.4	184.0	0.0	54.94761141305416
5	26.9	248.0	0.0	73.82472485556583
6	92.6	440.0	0.0	160.94545659943307
7	128.1	664.0	0.0	209.52205134543715
8	215.0	928.0	0.0	294.3110599348927
9	335.4	1224.0	0.0	408.1409560433748
10	536.0	2021.0	0.0	585.0439299744935
11	869.7	3029.0	0.0	869.7798629538397
12	1278.8	4076.0	0.0	1205.7029319032113
13	1839.3	5429.0	0.0	1751.287871824618
14	2341.3	6374.0	0.0	2221.1830653955562
15	2965.2	7535.0	0.0	2780.690626445164
16	3544.7	8631.0	16.0	3349.838922993164
17	4083.6	10165.0	35.0	3850.5078418307367
18	4740.7	11922.0	75.0	4426.374363968777
19	5305.0	13588.0	108.0	4860.726406618665
20	6009.0	15246.0	146.0	5347.2660678144675
21	6466.2	16113.0	186.0	5566.016902597404
22	7074.8	17006.0	250.0	5921.258325727734
23	7535.3	18004.0	259.0	6292.9722874012405
24	7994.8	18405.0	263.0	6673.824417828207
25	8422.7	19373.0	284.0	7021.385675918964
26	8794.2	20302.0	292.0	7336.165712414081
27	9152.7	21248.0	295.0	7656.605854424009
28	9429.3	21861.0	295.0	7933.126080556138
29	9715.8	22340.0	299.0	8203.863818957505
30	10049.7	23001.0	299.0	8492.425354985464
31	10407.5	23670.0	299.0	8746.100528235427
32	10771.1	25330.0	299.0	8964.96912933893
33	11167.8	26760.0	299.0	9179.701191215323
34	11521.5	27764.0	299.0	9338.565684836189
35	11823.4	28278.0	443.0	9365.537071625951
36	12145.6	28518.0	551.0	9469.203400497849
37	12438.3	28533.0	731.0	9455.159840531518
38	12757.5	28541.0	1419.0	9463.851258869192
39	13119.7	28549.0	1639.0	9430.136606115522
40	13501.5	28555.0	1705.0	9408.337315912944
41	13851.0	28690.0	1748.0	9470.00998943507
42	14239.0	28805.0	1774.0	9460.001257928034
43	14654.5	29126.0	1853.0	9545.60052851574
44	15209.8	29601.0	2055.0	9718.697883976021
45	15609.4	30081.0	2271.0	9872.237428263159
46	16028.0	31040.0	2751.0	10060.686914917887
47	16482.9	32760.0	3185.0	10345.432426438249
48	16813.5	34329.0	3468.0	10498.29200632179
49	17281.6	35818.0	3493.0	10673.074113862416
50	17663.6	36862.0	3552.0	10824.561406357305
51	18079.0	37987.0	3569.0	10914.813264550154
52	18358.7	38755.0	3613.0	10976.770563786054
53	18581.0	39269.0	3623.0	11007.721580781375
54	18817.0	39675.0	3639.0	11035.996339252746
55	19033.2	39948.0	3639.0	11000.721501792508
56	19273.8	40514.0	3652.0	11037.1975863441
57	19543.8	41938.0	3656.0	11259.553746041625
58	19801.6	43245.0	3656.0	11450.702364484025
